STATE,month,HLY-TEMP-NORMAL,HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,HLY-DEWP-NORMAL,HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,HLY-PRES-NORMAL,HLY-PRES-10PCTL,HLY-PRES-90PCTL,HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,HLY-CLOD-PCTSCT,HLY-CLOD-PCTBKN,HLY-CLOD-PCTOVC,HLY-HIDX-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,HLY-WIND-VCTSPD,HLY-WIND-1STPCT,HLY-WIND-2NDPCT
Alabama,11,54.36381944444444,41.50397569444444,67.52552083333333,43.93442708333333,27.926979166666666,61.003125,1020.8147809878844,1013.468387698043,1027.4452190121156,1.2207986111111109,11.856545138888889,51.07180591982016,10.07317347321094,6.0601910828025485,10.31656050955414,22.477201198950915,54.36381944444444,53.368246527777785,5.894774305555556,23.808784722222224,1.332204861111111,18.446961805555556,14.313385416666668
Alabama,12,48.14914314516128,34.49285954301075,63.10505712365591,39.12434475806452,22.29732862903226,58.053763440860216,1021.1834516657563,1013.1377025304935,1028.6312397596942,0.4259072580645161,17.276260080645162,44.34477645985402,8.447924270072992,5.22933394160584,9.949406934306568,32.02655109489051,48.14914314516128,46.03773521505376,6.602738575268817,18.534744623655914,1.0970598118279569,18.226646505376344,14.541431451612905
Alaska,1,11.945713092697412,-9.04225201818688,29.655715876403455,10.572395972081623,-10.791395386008846,27.900506153764187,1008.3167793445366,989.8282080999293,1026.831285815466,0.0020924190405493186,53.05658810429618,25.445806900147737,9.832171721560789,9.489110975927698,14.953941079343009,40.277570174676285,15.215437100213222,3.5335340609710193,7.991372365339578,27.187063231850118,3.794018735362998,28.423381733021074,16.67367213114754
Alaska,2,16.002406609195404,-2.0877770935960593,30.99299568965517,11.805025342391891,-8.194856033646069,27.349385312196702,1009.7571856287426,991.9045480467636,1027.3989164528086,0.00159072249589491,48.99923542692939,24.16204781377792,8.99687008493237,9.120556778861276,15.341962881409248,42.3784995281535,17.350517631834354,7.824881808838643,8.117589928057555,24.90274922918808,3.588992805755396,27.590441932168552,17.335837615621788
Alaska,3,19.895147385984426,5.036494252873563,33.05490823136819,12.37135949943117,-4.948777019340159,27.28755214258627,1010.6706412567603,993.6067602369303,1028.2195467422096,0.0002549128661475714,45.10510289210233,27.994842216918585,10.700145849907186,9.628619729514718,15.171347122779103,36.50434897905065,20.589518843327802,11.849500998003991,8.196342538872129,20.637080529125086,3.296760269203991,27.65529357159434,17.3436760269204
Alaska,4,32.326544896687274,22.279538808188313,41.18250155808044,22.74968345323741,11.168676258992805,32.23008153477218,1010.5091023852236,997.1108232011163,1024.4569330941465,0.006860348051200922,32.68112565319527,21.121391008073477,11.030353307162432,11.302310939930376,19.087208354936674,37.45797348344567,32.32085851318944,26.32872901678657,8.1028345323741,17.855980815347724,2.8589112709832136,25.893956834532375,17.363520383693047
Alaska,5,44.45330243337197,36.713775202780994,52.260292004635,33.342582621611584,25.517596546602302,40.449749350167096,1013.0764267352185,1002.0613303341903,1024.2623907455013,0.14390730011587485,20.692194669756663,17.53487987549849,11.295292286742534,13.050500924034628,22.9077910709075,35.21094251531953,44.43848867434089,40.86663572224285,8.130077979948013,15.193232454511698,2.7994847753434833,26.18529056813962,16.820947827701445
Alaska,6,52.86505556364341,46.15883922938808,60.07667782792255,42.89988818667963,37.04425862907146,48.643368983957224,1013.0085202388851,1004.4260783012609,1021.4036629064366,0.5855583054301936,12.72249720968603,14.537931429881892,10.501983717463595,14.393796582960668,26.862183235867448,33.703554638229555,52.84705396208069,51.102494131455394,7.678893833439289,15.533894077950023,3.2872463201134527,28.091588830749664,17.75256491759988
Alaska,7,56.3428922363847,50.00330475086906,63.06061181923523,48.42051961331102,43.09319111358989,53.51053169734152,1013.8502725581992,1005.644526390047,1021.9233117424485,0.7527601390498262,9.412004634994206,10.56966771441401,8.034598114054782,13.865671306690617,26.08825774584643,41.440615177368656,56.325297453058184,55.456542728496494,7.233645857507542,17.149287537711764,2.984576467857972,27.765240194940827,17.66290554653052
Alaska,8,54.09255654430849,47.97865220615498,60.35766592510196,47.34377552914965,41.199935016709986,52.87673598217601,1012.033633151301,1002.1502666238356,1021.3589527786701,0.3672784575454209,11.277280311457174,12.713411363082175,7.922628627164107,11.762472567666421,22.47461594732992,45.12643257742014,54.08230215827338,53.03871912934282,7.175922050137203,19.51869215385331,2.3441514348169847,24.684042602669642,16.2892888702851
Alaska,9,46.49026294362757,39.228612481440685,53.005958139757645,39.914051252519435,31.219689989442372,47.16640272578942,1008.6000730411687,995.7660225763613,1020.9366666666667,0.06932803295176972,18.58094257387806,15.795647442872687,8.822742110990207,11.045344318358463,21.003155603917303,43.33339033110523,46.485699203378445,43.91412494589525,7.648221837754709,19.76420126874279,2.436101499423299,24.25754036908881,16.204257977700884
Alaska,10,33.82097193830143,23.47104627392678,42.98382735551012,28.063524647395614,16.1668202764977,38.339272913466466,1006.89051868019,991.9778662215945,1021.5184105790216,0.015118007805240663,31.194601375209068,19.361670973298878,9.123011771461384,10.07431811656618,17.399210450760837,44.0417599770313,33.8238653819299,28.485882129998107,7.948275535790321,21.062686284714008,3.2499881723991106,27.467124000567726,17.253143776316413
Alaska,11,20.822662835249044,5.5136973180076625,34.40639846743296,15.818049462469268,-0.9901026852432151,30.400617075639975,1006.3357076411959,988.9961528239204,1023.503149501661,0.002600574712643679,44.18003352490422,23.62115675230114,9.927091633466134,10.016856711086687,15.236268718230527,41.19884599532903,20.96114351829533,13.60146315637484,8.110583994232156,24.212439317471762,3.6007450132179764,28.646272530641674,17.2317856284547
Alaska,12,14.754523533503361,-2.7562068166009746,29.836025968003707,10.609680785466963,-7.648930417872219,26.223763221552908,1005.1988748151483,986.9010673182023,1025.0266636661736,0.00037560862508694644,50.24589380941341,23.35202501488982,10.14770696843359,10.494044073853484,14.608650982727816,41.39819833234068,15.253824255076864,6.85426342188371,8.00278126015694,26.68093977805637,3.771973812508706,28.055759855133022,17.03974091099039
Arizona,1,43.29669952210275,34.08503584229391,52.404241338112314,24.084662485065714,10.69413082437276,37.44826762246117,1019.0347978142076,1011.9806557377049,1025.541683060109,0.27156511350059737,21.976672640382315,58.916945893985165,11.435319967042021,6.607854984894259,11.912551496841528,11.127464982147764,43.29669952210275,40.71861368389603,5.938581030619866,22.847692307692306,2.6271695294996267,30.76014936519791,16.212233009708736
Arizona,2,47.20446428571428,37.35056216931217,56.804976851851855,24.935251322751327,10.18817791005291,38.21240079365079,1016.640492277992,1009.9234073359072,1023.1085183397681,0.6185681216931218,18.416038359788363,56.98665189698144,11.216892827471614,6.708031016338963,12.69224591525893,12.395458321794516,47.20446428571428,44.96807208994709,6.662003968253969,19.254580026455024,3.2375000000000003,31.381398809523805,17.05929232804233
Arizona,3,53.8767174432497,43.49852150537634,63.36299283154121,25.364217443249704,12.455913978494621,37.76099163679809,1014.235571054926,1008.1558849171753,1020.0047297297298,1.8593189964157706,12.983870967741936,62.158941877794334,12.1100347739692,6.5423000496771,10.70849478390462,8.480650769995032,53.8767174432497,52.42722520908005,7.438709677419355,15.942443249701315,3.97010155316607,33.30628733572282,17.594728195937872
Arizona,4,61.047345679012345,50.435262345679014,70.69341049382716,24.1020524691358,11.472052469135802,36.1808487654321,1011.7434627398482,1006.36182507809,1017.0419009370817,4.323240740740741,8.277253086419753,66.95996390822377,12.756664088682651,6.319128641402424,8.91765919051302,5.045527197731373,61.047345679012345,60.23162037037037,8.352777777777778,13.127067901234566,4.950787037037037,34.442268518518524,18.83219135802469
Arizona,5,70.3986559139785,60.12286439665471,79.55640681003584,27.903748506571088,15.33466248506571,40.74938769414575,1009.8425897714908,1005.6644613710555,1013.7823503808488,9.302165471923537,3.901403823178017,69.07269649334945,13.16609431680774,6.622877871825876,8.052793228536881,3.0846191051995167,70.3986559139785,70.15839307048984,8.338784348864994,12.630451015531658,5.418085424133811,36.61063321385902,19.212410394265234
Arizona,6,80.13547839506174,72.03282407407407,87.4869135802469,31.748734567901238,18.215709876543208,45.84657407407407,1009.0058279370953,1005.4082331174839,1012.4216928769658,16.639629629629628,1.5026080246913582,73.65059887558054,12.39965778538255,6.024419457345393,6.1632119286238085,1.7638474700562208,80.13547839506174,80.08842592592593,8.247407407407406,12.583271604938272,5.712901234567901,39.40518518518519,19.561496913580246
Arizona,7,83.20439068100359,75.55034348864994,89.9718339307049,48.63681302270012,34.39925328554361,60.935767622461164,1011.1045324532455,1008.0055445544552,1014.1218481848184,18.763157108721625,0.5566457586618877,55.927531380753145,14.837824267782427,11.083682008368202,13.666917712691774,4.483068340306834,83.21880227001195,83.29380716749137,7.595087614197992,13.960431331436274,4.280575108581699,33.614662273476114,18.585053167590235
Arizona,8,81.11266427718041,73.7239247311828,87.79186081242531,51.911140979689364,39.54759557945041,61.61535244922342,1011.6488017429194,1008.4352723311546,1014.7581699346405,16.800388291517322,0.6858124253285544,50.93619615983394,15.765438505448884,12.74997405293202,15.117021276595745,5.428801245459263,81.15943847072879,81.14337872213078,6.896857698638335,16.410115217716594,3.6792009576537485,31.997411342211578,17.655289540625468
Arizona,9,75.22632716049382,67.2920524691358,82.24006172839506,44.46195987654321,30.53658950617284,57.410756172839505,1011.5189414414414,1007.543445945946,1015.0643468468469,12.212453703703703,1.9852160493827162,61.159484833895036,15.48001925854598,10.244896485315358,9.537313432835822,3.5806692344727975,75.22839506172839,75.16441358024692,6.731111111111112,17.591975308641974,3.640570987654321,32.59331790123457,17.356635802469135
Arizona,10,63.66605436081242,53.88997909199522,72.50854241338112,33.02785244922342,18.664396654719233,47.6524641577061,1013.769332753749,1008.291371440991,1018.755727015866,5.465621266427719,6.800492831541219,70.21383103206179,11.427311022700678,6.413222560262111,8.127287619939153,3.818652000936111,63.66605436081242,63.20891577060932,6.478897849462365,19.35931899641577,3.2840800477897254,32.55910991636798,17.282915173237754
Arizona,11,51.48501543209877,41.224645061728395,61.09586419753086,26.34202160493827,13.112623456790123,39.280462962962964,1016.9977742805754,1010.3514163669064,1022.9020908273382,1.4443364197530864,14.960216049382716,69.2731137871713,10.468051118210862,5.485303514376996,8.537085278938312,6.235389530597197,51.48501543209877,50.004768518518524,6.091728395061729,22.09952160493827,2.9180401234567896,31.591373456790123,16.75050925925926
Arizona,12,42.657735961768225,33.13611111111111,52.19318996415771,23.762962962962966,10.076373954599763,37.07235663082437,1018.834512887724,1010.9263433813892,1025.9724552206205,0.2364545997610514,22.58051075268817,62.648390367553866,10.32593155893536,5.971254752851711,10.071254752851713,10.983726235741445,42.657735961768225,39.99353345280765,5.932228195937873,23.212724014336917,2.5672341696535246,30.366845878136203,16.096400836320193
Arkansas,1,41.86253852080123,27.72008859784284,57.42355546995377,32.07971489115777,15.461857060296667,50.67416682720092,1021.1760816326531,1010.7946666666668,1031.1287074829931,0.1547380585516179,23.294298921417564,46.3890703517588,7.277910385259631,3.9447654941373527,8.281323283082079,34.104878559463984,41.86272394528992,38.45725028924026,7.14148033924441,16.722166538165,1.2132035466461064,18.219545104086354,14.519853508095606
Arkansas,2,45.75453384418901,31.62679863771818,61.10715197956578,34.94204690831557,19.3217697228145,53.24671641791044,1019.6634753901561,1010.0987394957983,1028.8928271308525,0.3588122605363985,19.604874414644527,43.03546875000001,8.40140625,4.6746875,9.522901785714286,34.36479910714286,45.7609381663113,42.94815525698443,7.435871187886543,15.89317551716784,1.1748986990829602,18.412134783535937,14.569588398379183
Arkansas,3,53.98866138690361,40.13965617152791,67.7994011976048,41.78383233532934,26.251806065288772,57.93735754297856,1017.5886148007589,1008.2493900786121,1026.2716183247492,1.288371643809156,12.300173845856675,44.3727237125514,9.497141178774232,5.379714117877422,11.322302721754454,29.4272175445467,53.98866138690361,52.50517674328761,7.915337067799883,14.301970253042303,1.3349816496040177,19.927796020861503,14.516727834653276
Arkansas,4,62.376715881883484,50.16568236233041,73.5993415802075,50.37396249002394,36.30652434158021,63.608300079808465,1014.9094265734265,1006.8330909090909,1022.4542097902097,3.3470869912210692,5.968395849960095,46.30842629482071,10.964880478087649,6.380398406374502,12.616294820717131,23.729482071713146,62.37797286512371,61.942059058260185,7.73876370887338,15.233379860418742,2.180378863409771,23.277627118644066,14.387956131605183
Arkansas,5,70.52200115897239,60.855978365848955,78.88398686497972,60.42744832914816,48.8291095228897,69.29911145451034,1014.4505828137707,1008.40677690431,1020.3772296015179,7.348232567123818,1.8258257678192003,44.731672314131956,13.285270081722144,8.286127167630058,14.13565876021527,19.563344628263902,71.14577940892408,70.47448329148156,6.566080741742323,18.534073787908053,2.2968900907861696,24.367316978945333,14.757581610971606
Arkansas,6,78.05239520958084,70.91479041916168,84.28435129740518,67.93427145708583,60.74013972055888,73.31588822355289,1014.1967507002802,1009.5916806722688,1018.5117086834733,13.242415169660678,0.18622754491017968,46.98902609042023,16.52943636725752,9.963831905994821,15.08536148177654,11.43451503684525,80.61007984031936,78.04690618762476,5.7475848303393215,21.972055888223554,2.5142914171656687,25.108323353293414,15.867684630738522
Arkansas,7,81.38379370291675,74.46100057948618,87.1615607494688,70.63318524241839,64.83102182731311,75.03675874058335,1015.4056681138447,1011.9471056439941,1018.7757356488182,16.426018929882172,0.03911531775159359,52.22452938916634,17.12952362658471,10.616096811371493,12.769976949673454,7.2597195543603545,85.43681668920223,81.37570021247826,5.223121498937609,24.25319683214217,2.2924859957504347,24.799265984160712,16.04827119953641
Arkansas,8,80.30361213057755,72.70247247440602,87.02412594166506,69.2568669113386,62.361000579486195,74.49743094456248,1015.3932925447542,1011.7109902560618,1018.8696125084975,15.414409889897623,0.10790032837550703,55.28550640279395,16.079549864183157,9.413193636010865,11.418180054326736,7.803473030655803,83.59159745026076,80.27824995170948,4.896696928723199,27.21564612710064,1.6067993046165732,20.598107011782886,14.469943983001738
Arkansas,9,73.70708582834331,64.30367265469063,81.8641516966068,62.773852295409185,51.69712574850299,71.61582834331337,1016.1513722730471,1011.3989913206663,1020.7796622097115,9.92187624750499,1.2117564870259483,54.963928571428575,13.476964285714285,7.578075396825397,10.77422619047619,13.205873015873017,74.84467065868265,73.68634730538922,5.145908183632734,27.094271457085824,1.7363872255489021,21.312954091816366,14.076147704590818
Arkansas,10,62.59285300367008,50.930075333204556,74.07230056016998,52.0841800270427,37.928510720494494,65.73855514776898,1017.7710965703972,1010.792057761733,1024.6144404332128,3.664593393857446,6.071064322966969,56.533217391304355,10.226067632850242,5.540038647342995,8.904328502415458,18.79714009661836,62.61535638400618,62.3066254587599,5.683948232567125,25.587734209001354,1.2756808962719723,19.30608460498358,13.350009658103149
Arkansas,11,51.74197604790419,38.412674650698605,65.58111776447106,41.9711377245509,26.412215568862276,58.7970259481038,1020.09668997669,1011.0525874125873,1028.401048951049,0.825369261477046,14.084091816367263,51.388357765030804,7.7216061185468465,4.488463989802422,8.69415763756108,27.707180794561292,51.74197604790419,50.35031936127745,6.4240319361277445,21.526506986027947,1.2987425149700598,19.826127744510977,13.957884231536926
Arkansas,12,43.981957246518924,31.00900176505197,59.07119042949598,35.051659139996076,19.883820930689183,53.41753387001767,1020.5746202841743,1010.6133512983831,1029.6864772170502,0.20309864679348894,21.220945283388897,48.12423417290674,7.102337190832766,4.041411390968913,7.563058770138415,33.168391195824825,43.983251521696445,41.15963248369887,6.85992501973165,18.289483030781373,1.1334648776637726,18.07269139700079,14.06604183109708
California,1,49.485206093189966,41.75766129032259,57.6562141577061,37.26503114217861,25.131366223058652,48.041461665994525,1019.4399869109948,1012.6647191813423,1025.3376963350786,0.35404569892473126,15.871541218637992,50.07096816369223,11.02721448650062,7.006164607439367,12.927201412041576,18.968876250245145,49.48549536227988,48.14660460514481,5.560685411426518,28.20035932447,2.1281306144448435,24.65056593604025,15.515841717570968
California,2,51.87293020487127,44.103283893050246,59.95245795922417,38.81389275074479,27.13880337636544,48.81770109235352,1017.6209867645132,1010.688153584065,1023.6487223168655,0.5532466888238504,13.682647948806984,46.85432384666951,11.066158815284293,7.493625449448473,14.045243463952707,20.541007983423732,51.878152929493545,50.72530390593862,6.402118981297255,23.96826502188619,2.5059938320732194,26.271279347393556,16.452362713887783
California,3,55.49262313449558,47.58481602653162,63.458665352036924,40.800668191398714,30.638100363244988,49.63124803802861,1016.4270278201666,1010.8629123136517,1021.7624779903746,1.2571953569667909,10.76745395061175,49.69876571042101,12.027571436622894,8.295750436791975,13.664143605929098,16.313441920757484,55.498040270864166,54.65279597881699,7.099537847175483,20.118840579710145,3.4564095661147753,29.98780006281689,17.677866020550095
California,4,59.475810185185175,51.39370370370371,67.86011111111112,41.67829143389199,31.941154562383613,50.09191340782123,1015.1719917640647,1010.5430630412402,1019.7111487918609,2.5610277777777775,8.086435185185184,52.86661185112098,13.083242887682948,8.100756454530504,12.451795209121308,13.497363372252373,59.53026664805249,58.97060548238469,8.0027341207105,16.54974890728169,4.824667534641495,35.14530363619455,18.850088347437925
California,5,65.05904569892472,56.83264336917563,73.32236111111112,45.55103280680437,37.12575941676792,53.14471895954278,1012.9876117647058,1009.3759235294119,1016.6413235294118,4.945004480286738,4.886675627240143,58.508545570574924,13.195207982827638,7.465968556013228,9.85449904275686,10.976173348030398,65.11884084057058,64.94005857175038,8.357071524966262,14.31374718848403,5.763882141250562,39.611934322986954,19.727593342330184
California,6,70.84541203703704,63.429453703703714,78.19490277777777,48.70397261549926,40.75138319672131,56.00611028315946,1011.429424486363,1007.8769013576837,1014.7939685209659,8.500597222222222,2.6538796296296296,66.7764074427481,12.907347328244276,5.765702528625956,6.577808921755726,7.971642414122138,70.94891724491221,70.90621300396178,8.26895363991808,13.813619437721094,6.1235477564699305,42.05855520387266,20.740206665425436
California,7,75.08562275985662,68.86622759856631,81.40108422939068,52.90281207751239,45.571937809824234,59.75629112212709,1011.884561971994,1008.932183775026,1014.7811190834394,11.58296594982079,1.4961290322580645,68.80820545859201,13.625928312053412,6.480625512475108,5.745753777673656,5.338128148061379,75.25440176520918,75.18038534428301,7.705416722950155,15.461497591066685,6.076644603539107,43.178936467197985,21.03815119996398
California,8,74.863853046595,68.68724462365591,81.15753584229391,52.869507168458775,45.32570788530466,59.76576612903225,1011.8304562545596,1008.8737190639204,1014.8128121667883,11.369516129032258,1.504372759856631,70.08636390410555,13.984072568769513,6.4795488013194324,5.294875419685457,4.154450138422571,75.0175,74.87358922558923,7.1578375953342315,18.101740690892775,5.594934948407357,41.70601166442351,20.149448183041724
California,9,71.30474991842632,63.76347364005034,78.68286486738451,49.89764936336925,41.12012499417005,57.939499090527484,1011.8357413357813,1008.269457195318,1015.2640234106035,8.683867058220295,2.377471682282198,68.64700450322066,12.951148606281707,6.121575557202302,5.954164054038648,6.326130080373938,71.35454036658737,71.38124970525818,6.5805087529919755,20.992767635049514,4.526704838785376,36.63183930163796,18.706913221007184
California,10,63.90920539595752,55.88631739344776,72.08173710393044,44.356760632814954,32.61069779948909,54.058956662035584,1014.5447539513508,1010.1169543773119,1018.7768075327879,4.239452337202527,5.330905750011204,64.69003452855245,11.601508632138113,6.245800796812749,8.030140770252325,9.43261620185923,63.90938018195672,63.74459312839059,5.914971407987753,25.55222207213292,3.2718312395875544,30.803142870007655,16.749367373587287
California,11,54.878578703703695,46.88627777777778,62.99278240740741,39.42883333333334,26.483685185185184,50.26275462962963,1017.8348810214742,1012.2487463726059,1023.0697214161347,1.1525925925925924,11.276796296296295,58.54447836856961,11.494463966818367,6.9717149605392015,10.500115214010023,12.488795437525203,54.878578703703695,54.17911990686844,5.392987012987013,29.18519944341373,2.4122309833024116,26.617931354359925,15.403599257884972
California,12,48.856088709677415,41.10502240143369,57.09727150537635,35.924247311827955,23.132656810035844,47.85959677419355,1019.5111563011919,1012.2557250183586,1025.8916398350561,0.26112455197132617,16.408490143369175,53.64149237204725,10.9220656988189,6.89421751968504,11.402399114173228,17.141843011811023,48.856088709677415,47.42775089605734,5.600766129032258,28.477656810035846,2.1239695340501794,24.62851254480287,15.456245519713264
Colorado,1,27.848939267886852,13.039236688851913,41.55618760399335,14.290257160777756,2.2366715450554047,25.377879991637048,1019.9769197080293,1008.0183065693432,1030.551605839416,0.00844425956738769,37.16095049916805,58.96429926238145,10.085437302423603,5.2257112750263435,10.109104320337197,15.61610115911486,27.931567352077217,21.711506587335318,7.5582549910214425,16.664539980986582,3.2250660188021554,27.282856237456425,16.844702651315092
Colorado,2,31.553714351425942,17.038109475620974,45.30032198712051,16.272276544346024,3.890164500172552,27.027573910042566,1017.4443123393315,1006.5175128534704,1027.9965134961442,0.03621205151793928,33.4833141674333,54.8747513562387,10.237499999999999,5.422852622061484,10.676537070524411,18.78865280289331,31.562750518313752,25.588098002786808,8.296176129779838,14.015121668597914,2.958342989571263,25.775909617612978,16.73273464658169
Colorado,3,40.72193961952027,27.017193961952028,53.69718775847808,20.594561621174524,9.23939205955335,31.073418114143923,1014.3474193548387,1003.4476344086022,1024.7599462365592,0.24540942928039702,24.524710504549216,56.22135067916587,10.218901855748996,5.7664243351827045,10.809240482112111,16.98465659077865,40.72193961952027,36.221774193548384,9.427191894127377,10.547994210090984,3.124017783291977,25.903422249793213,17.18178246484698
Colorado,4,47.98694444444445,34.385416666666664,60.642072649572654,26.005673076923078,14.648237179487179,36.5722329059829,1011.8290546160242,1001.4061824230662,1021.7990435264761,0.7861004273504273,17.801485042735045,51.570994639666466,11.249195949970222,6.518483224141353,12.688127853881277,17.974290252134207,47.98694444444445,44.729284188034185,10.378653846153847,8.627179487179486,3.272094017094017,25.15440170940171,17.47284188034188
Colorado,5,57.640880893300256,45.381172456575676,68.9186311000827,35.052791563275434,23.304290736145575,45.47972497932176,1011.0519877675841,1002.4690599654302,1019.4513761467888,2.6627998345740282,10.023035566583953,55.46992717968904,12.212320409368234,7.032592009446961,11.654497146231055,13.628950993898838,57.640880893300256,56.29798115746973,9.801842840873796,8.696034786209754,3.507868309348794,25.849228698623048,17.97610518687235
Colorado,6,67.99424145299146,57.75487179487179,77.49252136752136,41.08550213675214,29.089946581196585,51.55103632478633,1010.6310492801773,1003.6685354374308,1017.2154761904761,6.995149572649574,4.001933760683761,62.30945896209054,12.951674641148324,6.952668384247332,9.965679057784321,7.820997423629003,67.99424145299146,67.74494273787863,9.475414749009955,8.525976667023441,4.012908059509793,27.60117735202826,18.889575082949804
Colorado,7,73.27650915903415,64.69901124063281,80.89688800999168,48.007055022926224,38.11091079616507,57.014704043351394,1013.1455743879471,1008.1654694646221,1018.2568738229754,9.91342631140716,1.6357514571190674,63.98330689928629,13.188203806502775,7.891812053925457,9.013600317208564,5.9234337827121335,73.28587953313881,73.20542156040267,8.555765221017516,9.755546288573811,3.7975083402835694,28.43435154295246,18.917931609674728
Colorado,8,70.71056674278596,62.509206975295825,78.20631098193897,47.92509865005192,38.261630321910694,56.508307372793354,1014.1127739176911,1008.9629743452698,1019.2061063602351,8.009269254722858,2.2978824994810045,61.027148474068525,13.462984459838982,8.33789552518255,10.156356487549148,7.017281407976034,70.71066458982348,70.63382597835138,8.110147486497715,11.00807021188201,3.645284586622351,28.585801828001664,18.881076028250934
